user_id,target_pos,original_interactions,best_interactions,cfs,len_cfs
1599,7,"[1522  576  428 1599 1073 1368 1656 1074  915 1386  407  798 2504 1201
 2452 1936 1837 1581 2721   44]","[1522  576  428 1599 1073 1368 1656 1074  915 1386  407  798 2504 1201
 1936 1837 1581 2721   44]",[2452],1
1600,1,"[1560   83   63  346 3438  731 1112   18  118  602  156 1008  740  161
  841 2180  984 1100 2635 1969]","[  83   63 3438  731 1112   18  118  602  156 1008  740  161  841 2180
  984 2635]",[ 346 1100 1560 1969],4
1600,3,"[1560   83   63  346 3438  731 1112   18  118  602  156 1008  740  161
  841 2180  984 1100 2635 1969]","[1560   83   63  346 3438  731 1112   18  118  602  156 1008  740  161
  841 2180  984 1100 2635]",[1969],1
1600,5,"[1560   83   63  346 3438  731 1112   18  118  602  156 1008  740  161
  841 2180  984 1100 2635 1969]","[1560   83   63  346 3438  731 1112   18  118  602  156 1008  740  161
  841 2180  984 1100 2635]",[1969],1
1600,7,"[1560   83   63  346 3438  731 1112   18  118  602  156 1008  740  161
  841 2180  984 1100 2635 1969]","[1560   83   63  346 3438  731 1112   18  118  602  156 1008  161  841
 2180  984 1100 2635 1969]",[740],1
1601,1,"[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
 3180  910 1210 1382 1251 1940]","[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
 3180  910 1210 1251]",[1382 1940],2
1601,3,"[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
 3180  910 1210 1382 1251 1940]","[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
 3180  910 1940]",[1210 1251 1382],3
1601,5,"[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
 3180  910 1210 1382 1251 1940]","[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
 3180  910 1210 1251 1940]",[1382],1
1601,7,"[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
 3180  910 1210 1382 1251 1940]","[1301 1079  805 2169   58   65  145  190 2436  147  158  320  937 1146
  910 1210 1382 1251 1940]",[3180],1
1602,1,"[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  133  267  471]","[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  133  471]",[267],1
1602,3,"[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  133  267  471]","[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  471]",[133 267],2
1602,5,"[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  133  267  471]","[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  133  267]",[471],1
1602,7,"[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  133  267  471]","[ 698  318   69  871  446  244 1098  238  125  184  715  169   23  211
 1116 1211 1080  267  471]",[133],1
1605,1,"[ 651 1935 2057 2682 2280  117 2555 1795  691 2393 1213 1301 2485  350
  652 2223 1791 2026 2573 2096]","[ 651 1935 2057 2682 2280  117 2555 1795  691 2393 1213 1301 2485  350
 2223 1791 2026 2573 2096]",[652],1
1605,3,"[ 651 1935 2057 2682 2280  117 2555 1795  691 2393 1213 1301 2485  350
  652 2223 1791 2026 2573 2096]","[ 651 1935 2057 2682 2280  117 2555 1795  691 2393 1213 1301 2485  350
 2223 1791 2026 2573 2096]",[652],1
1605,5,"[ 651 1935 2057 2682 2280  117 2555 1795  691 2393 1213 1301 2485  350
  652 2223 1791 2026 2573 2096]","[ 651 1935 2057 2682 2280  117 2555 1795  691 2393 1213 1301 2485  350
 2223 1791 2026 2573 2096]",[652],1
1605,7,"[ 651 1935 2057 2682 2280  117 2555 1795  691 2393 1213 1301 2485  350
  652 2223 1791 2026 2573 2096]","[ 651 1935 2057 2682  117 2555 1795  691 2393 1213 1301 2485  350  652
 2223 1791 2026 2573 2096]",[2280],1
1606,1,"[ 288  881  854   51  873  238  260  906   96  265   79  746 1388 1861
  910  883  305  376  920  825]","[ 288  881  854   51  873  238  260  906   96  265   79  746 1861  883
  376  920]",[ 305  825  910 1388],4
1606,3,"[ 288  881  854   51  873  238  260  906   96  265   79  746 1388 1861
  910  883  305  376  920  825]","[ 288  881  854   51  873  238  260  906   96  265   79  746 1861  910
  883  920]",[ 305  376  825 1388],4
1606,5,"[ 288  881  854   51  873  238  260  906   96  265   79  746 1388 1861
  910  883  305  376  920  825]","[ 288  881  854   51  873  238  260  906   96  265   79  746 1861  910
  883  376  920  825]",[ 305 1388],2
1606,7,"[ 288  881  854   51  873  238  260  906   96  265   79  746 1388 1861
  910  883  305  376  920  825]","[ 288  881  854   51  873  238  260  906   96  265   79  746 1388 1861
  910  883  305  920  825]",[376],1
1607,1,"[ 329   23  362  762   55 2109  478 1584 1062   16 2631  651  144  530
  764  601 1647  771  130   54]","[  23  362  762   55 2109  478 1584 1062   16 2631  651  144  530  764
  601 1647  771   54]",[130 329],2
1607,3,"[ 329   23  362  762   55 2109  478 1584 1062   16 2631  651  144  530
  764  601 1647  771  130   54]","[ 329   23  362  762   55 2109  478 1584 1062   16 2631  651  144  530
  601 1647  771  130   54]",[764],1
1607,5,"[ 329   23  362  762   55 2109  478 1584 1062   16 2631  651  144  530
  764  601 1647  771  130   54]","[ 329   23  362  762   55 2109  478 1584 1062   16 2631  651  144  530
  764  601 1647  130   54]",[771],1
1607,7,"[ 329   23  362  762   55 2109  478 1584 1062   16 2631  651  144  530
  764  601 1647  771  130   54]","[ 329   23  362   55 2109  478 1584 1062   16 2631  651  144  530  764
  601 1647  771  130   54]",[762],1
1608,1,"[ 455  328  388 2159  339  525  346 1136 2896  426  994 2160  251  351
  446 1692  306 1098 1919 2281]","[ 455  328  388 2159  339  525  346 1136 2896  426  994 2160  251  351
  446 1692  306 1919]",[1098 2281],2
1608,3,"[ 455  328  388 2159  339  525  346 1136 2896  426  994 2160  251  351
  446 1692  306 1098 1919 2281]","[ 455  328  388 2159  339  525  346 1136 2896  426  994 2160  251  351
  446 1692  306 1919 2281]",[1098],1
1608,5,"[ 455  328  388 2159  339  525  346 1136 2896  426  994 2160  251  351
  446 1692  306 1098 1919 2281]","[ 455  328  388 2159  339  525  346 1136 2896  426  994 2160  251  351
  446 1692  306 1919 2281]",[1098],1
1608,7,"[ 455  328  388 2159  339  525  346 1136 2896  426  994 2160  251  351
  446 1692  306 1098 1919 2281]","[ 455  328  388 2159  339  525  346 1136 2896  426  994  251  351  446
 1692  306 1098 1919 2281]",[2160],1
1609,1,"[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  566  510]","[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  566]",[510],1
1609,3,"[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  566  510]","[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  510]",[566],1
1609,5,"[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  566  510]","[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  510]",[566],1
1609,7,"[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  566  510]","[  25  482 1387  573  938 1367  306  489   74 2427  972  128  214  124
  618   34  116  459  510]",[566],1
1611,1,"[ 504 1675  911 1397  476 1060 2238  521  838 1460  207 1272    4  505
  800    9   47 2351  683 1161]","[ 504 1675  911 1397  476 1060 2238  521  838 1460  207 1272    4  505
  800    9   47 2351  683]",[1161],1
1611,3,"[ 504 1675  911 1397  476 1060 2238  521  838 1460  207 1272    4  505
  800    9   47 2351  683 1161]","[ 504 1675  911 1397  476 1060 2238  521  838 1460  207 1272    4  505
  800    9   47 2351  683]",[1161],1
1611,5,"[ 504 1675  911 1397  476 1060 2238  521  838 1460  207 1272    4  505
  800    9   47 2351  683 1161]","[ 504 1675  911 1397  476 1060 2238  521  838 1460  207 1272    4  505
    9   47 2351  683 1161]",[800],1
1611,7,"[ 504 1675  911 1397  476 1060 2238  521  838 1460  207 1272    4  505
  800    9   47 2351  683 1161]","[ 504 1675  911 1397  476 1060 2238  521  838 1460 1272    4  505  800
    9   47 2351  683 1161]",[207],1
1613,1,"[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  683  662   18 1640]","[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  683  662   18]",[1640],1
1613,3,"[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  683  662   18 1640]","[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  683   18 1640]",[662],1
1613,5,"[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  683  662   18 1640]","[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  683   18 1640]",[662],1
1613,7,"[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  683  662   18 1640]","[1186 1221  767  799  176 1263  214  681  414   48  116 1964  209  846
 1458  611  662   18 1640]",[683],1
1616,1,"[ 513  747  788  691  811  196  971   91   75  434 1146  167  147  904
  189 1669 1174 1940 1840  851]","[ 513  747  788  691  811  196  971   91  434 1146  167  147  904  189
 1669 1174]",[  75  851 1840 1940],4
1616,3,"[ 513  747  788  691  811  196  971   91   75  434 1146  167  147  904
  189 1669 1174 1940 1840  851]",[ 513  747  788  691  811 1146  147  904 1669 1174 1940 1840  851],[ 75  91 167 189 196 434 971],7
1616,5,"[ 513  747  788  691  811  196  971   91   75  434 1146  167  147  904
  189 1669 1174 1940 1840  851]","[ 513  747  788  691  196  971   91   75  434 1146  167  904  189 1669
 1940  851]",[ 147  811 1174 1840],4
1616,7,"[ 513  747  788  691  811  196  971   91   75  434 1146  167  147  904
  189 1669 1174 1940 1840  851]","[ 513  747  788  691  811  196  971   91   75  434 1146  167  147  904
  189 1669 1174 1940 1840]",[851],1
1617,1,"[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016  168   40  273
  538  195  471  359  291  111]","[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016  168   40  273
  538  471  291  111]",[195 359],2
1617,3,"[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016  168   40  273
  538  195  471  359  291  111]","[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016   40  273  538
  195  471  359  291  111]",[168],1
1617,5,"[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016  168   40  273
  538  195  471  359  291  111]","[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016  168   40  273
  538  195  471  359  291]",[111],1
1617,7,"[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016  168   40  273
  538  195  471  359  291  111]","[ 620 1104  533  134 2168 1058 1096 1614 2059  237 1016  168  273  538
  195  471  359  291  111]",[40],1
1618,1,"[ 861 1513 2270   41 1298 1211 1642 1664 2135  868  670   48 1625  662
 1448   68    1   10  102  276]","[ 861 1513 2270   41 1298 1211 1642 1664 2135  670  662 1448   68    1
   10  276]",[  48  102  868 1625],4
1618,3,"[ 861 1513 2270   41 1298 1211 1642 1664 2135  868  670   48 1625  662
 1448   68    1   10  102  276]","[ 861 1513 2270   41 1298 1211 1642 1664 2135  868  670   48 1625  662
 1448   68    1   10  276]",[102],1
1618,5,"[ 861 1513 2270   41 1298 1211 1642 1664 2135  868  670   48 1625  662
 1448   68    1   10  102  276]","[ 861 1513 2270   41 1298 1211 1642 1664 2135  868  670   48 1625  662
 1448   68    1   10  102]",[276],1
1618,7,"[ 861 1513 2270   41 1298 1211 1642 1664 2135  868  670   48 1625  662
 1448   68    1   10  102  276]","[ 861 1513 2270 1298 1211 1642 1664 2135  868  670   48 1625  662 1448
   68    1   10  102  276]",[41],1
1624,1,"[1871  158  850 2171 1157  869  291  687 1729  863 1476  200  216 2411
  789  790  718  747  350  294]","[1871  158  850 2171 1157  869  291  687 1729  863 1476  200  216 2411
  789  790  718  747]",[294 350],2
1624,3,"[1871  158  850 2171 1157  869  291  687 1729  863 1476  200  216 2411
  789  790  718  747  350  294]","[1871  158  850 2171 1157  869  291  687 1729  863 1476  200  216 2411
  789  790  718  747  350]",[294],1
1624,5,"[1871  158  850 2171 1157  869  291  687 1729  863 1476  200  216 2411
  789  790  718  747  350  294]","[1871  158  850 2171 1157  869  291  687 1729  863 1476  200  216 2411
  789  790  718  747  294]",[350],1
1624,7,"[1871  158  850 2171 1157  869  291  687 1729  863 1476  200  216 2411
  789  790  718  747  350  294]","[1871  158  850 2171 1157  869  291  687 1729  863  200  216 2411  789
  790  718  747  350  294]",[1476],1
1626,1,"[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  489  797  519  902  179 2447]","[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  489  797  519  902 2447]",[179],1
1626,3,"[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  489  797  519  902  179 2447]","[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  489  797  519  902 2447]",[179],1
1626,5,"[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  489  797  519  902  179 2447]","[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  489  797  519  902 2447]",[179],1
1626,7,"[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  489  797  519  902  179 2447]","[ 388  347 2475  463 1534  530 2476  907  445  282   86 1596 1303   19
  797  519  902  179 2447]",[489],1
1628,1,"[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345 1236  795 1252  595   82]","[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345 1236  795 1252  595]",[82],1
1628,3,"[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345 1236  795 1252  595   82]","[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345 1236  795 1252   82]",[595],1
1628,5,"[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345 1236  795 1252  595   82]","[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345 1236  795 1252   82]",[595],1
1628,7,"[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345 1236  795 1252  595   82]","[1878  249 1412  827 2266  435  830  148  184  586 1298 1211 1406 1309
 1345  795 1252  595   82]",[1236],1
1630,1,"[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992 2024 2023]","[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992]",[2023 2024],2
1630,3,"[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992 2024 2023]","[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992 2024]",[2023],1
1630,5,"[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992 2024 2023]","[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992 2023]",[2024],1
1630,7,"[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992 2024 2023]","[  24  906  293  247 2056 1408  911 1015  539  133  323  433 1059 2557
  763  556 2502  992 2023]",[2024],1
1631,1,"[ 353  201  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036
 1681 1797 2668 2128 1092 1601]","[ 353  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036 1681
 1797 2668 2128 1601]",[ 201 1092],2
1631,3,"[ 353  201  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036
 1681 1797 2668 2128 1092 1601]","[ 353  201  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036
 1681 1797 2668 2128 1601]",[1092],1
1631,5,"[ 353  201  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036
 1681 1797 2668 2128 1092 1601]","[ 353  201  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036
 1681 1797 2668 2128 1601]",[1092],1
1631,7,"[ 353  201  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036
 1681 1797 2668 2128 1092 1601]","[ 201  655 1312  584 1768 1355 1166  779 1798 2183 1217 1334 1036 1681
 1797 2668 2128 1092 1601]",[353],1
1632,1,"[1039 2000 1265 2940 1321 1913 1223 2532 2570  526   40  416  422  521
  107 2803 1936 1245 1641   15]","[1039 2000 1265 2940 1321 1913 1223 2532  526   40  416  422  521 2803
 1936 1245   15]",[ 107 1641 2570],3
1632,3,"[1039 2000 1265 2940 1321 1913 1223 2532 2570  526   40  416  422  521
  107 2803 1936 1245 1641   15]","[1039 2000 1265 2940 1321 1913 1223 2532 2570  526   40  416  422  521
  107 2803 1245 1641   15]",[1936],1
1632,5,"[1039 2000 1265 2940 1321 1913 1223 2532 2570  526   40  416  422  521
  107 2803 1936 1245 1641   15]","[1039 2000 1265 2940 1321 1913 1223 2532 2570  526   40  416  422  521
  107 2803 1936 1245 1641]",[15],1
1632,7,"[1039 2000 1265 2940 1321 1913 1223 2532 2570  526   40  416  422  521
  107 2803 1936 1245 1641   15]","[1039 2000 1265 2940 1321 1913 1223 2532 2570  526  416  422  521  107
 2803 1936 1245 1641   15]",[40],1
1634,1,"[1195  607  732 1339 1204 1316 1835  114  955 1327  565  304 1872  111
  338  382  150   40  354  466]","[1195  607  732 1339 1316 1835  114  955 1327  565  304 1872  111  338
  382  150   40  354]",[ 466 1204],2
1634,3,"[1195  607  732 1339 1204 1316 1835  114  955 1327  565  304 1872  111
  338  382  150   40  354  466]","[1195  607  732 1339 1204 1316 1835  114  955 1327  565 1872  111  338
  382  150   40  354  466]",[304],1
1634,5,"[1195  607  732 1339 1204 1316 1835  114  955 1327  565  304 1872  111
  338  382  150   40  354  466]","[1195  607  732 1339 1204 1316 1835  114  955 1327  565 1872  111  338
  382  150   40  354  466]",[304],1
1634,7,"[1195  607  732 1339 1204 1316 1835  114  955 1327  565  304 1872  111
  338  382  150   40  354  466]","[1195  607  732 1339 1204 1316 1835  114  955 1327  565 1872  111  338
  382  150   40  354  466]",[304],1
